"SAMPLE","IDHSPID","IDHSHID","DHSID","CASEID","PERWEIGHT","AWFACTT","DVWEIGHT","AGE","RESIDENT","WEIGHTFEM","HHKIDLT5","WEALTHQ","EDYRTOTAL","TIMESINCESEXD","DVFEARFQ","DVPMSEVER","ALFREQ"
8346,"   8346       1   7  2","   8346       1   7","TZ201500000001","          1   7  2",1.644808,100,1.162413,44,1,501,1,2,7,0,1,0,99
8346,"   8346       1  13  2","   8346       1  13","TZ201500000001","          1  13  2",1.644808,100,1.162413,28,1,486,2,3,7,0,0,0,99
8346,"   8346       1  18  2","   8346       1  18","TZ201500000001","          1  18  2",1.644808,100,1.162413,41,1,426,1,1,4,7,1,0,99
8346,"   8346       1  30  2","   8346       1  30","TZ201500000001","          1  30  2",1.644808,100,2.324826,35,1,477,1,2,7,4,0,0,99
8346,"   8346       1  30  3","   8346       1  30","TZ201500000001","          1  30  3",1.644808,100,0,16,1,502,1,2,7,99,9,9,99
8346,"   8346       1  36  2","   8346       1  36","TZ201500000001","          1  36  2",1.644808,100,2.324826,34,1,478,4,1,7,14,1,0,99
8346,"   8346       1  36  3","   8346       1  36","TZ201500000001","          1  36  3",1.644808,100,0,36,1,453,4,1,7,5,9,9,99
8346,"   8346       1  41  1","   8346       1  41","TZ201500000001","          1  41  1",1.644808,100,1.162413,45,1,1011,0,2,0,31,0,0,99
8346,"   8346       1  47  2","   8346       1  47","TZ201500000001","          1  47  2",1.644808,100,1.162413,48,1,495,2,3,7,0,0,0,99
8346,"   8346       1  53  2","   8346       1  53","TZ201500000001","          1  53  2",1.644808,100,1.162413,32,1,511,3,3,7,4,0,0,99
8346,"   8346       1  59  2","   8346       1  59","TZ201500000001","          1  59  2",1.644808,100,2.324826,41,1,473,1,2,7,1,0,0,99
8346,"   8346       1  70  2","   8346       1  70","TZ201500000001","          1  70  2",1.644808,100,1.162413,38,1,724,1,3,7,1,0,0,99
8346,"   8346       1  76  2","   8346       1  76","TZ201500000001","          1  76  2",1.644808,100,1.162413,18,1,483,0,4,7,0,0,0,99
8346,"   8346       1  82  3","   8346       1  82","TZ201500000001","          1  82  3",1.644808,100,0,15,1,467,0,2,5,99,9,9,99
8346,"   8346       1  99  2","   8346       1  99","TZ201500000001","          1  99  2",1.644808,100,1.162413,19,1,522,0,2,7,1,0,0,99
8346,"   8346       1 105  2","   8346       1 105","TZ201500000001","          1 105  2",1.644808,100,1.162413,30,1,499,1,2,0,31,0,0,99
8346,"   8346       1 111  2","   8346       1 111","TZ201500000001","          1 111  2",1.644808,100,1.162413,23,1,562,1,2,7,1,0,0,99
8346,"   8346       1 117  3","   8346       1 117","TZ201500000001","          1 117  3",1.644808,100,1.162413,17,1,566,2,1,7,4,0,0,99
8346,"   8346       2  16  2","   8346       2  16","TZ201500000002","          2  16  2",1.668235,100,1.17897,22,1,532,1,3,7,1,0,0,99
8346,"   8346       2  25  2","   8346       2  25","TZ201500000002","          2  25  2",1.668235,100,1.17897,35,1,480,2,1,7,3,2,0,99
8346,"   8346       2  59  2","   8346       2  59","TZ201500000002","          2  59  2",1.668235,100,1.17897,19,1,475,2,3,7,31,0,0,99
8346,"   8346       2  68  2","   8346       2  68","TZ201500000002","          2  68  2",1.668235,100,1.17897,28,1,464,2,3,7,7,1,0,99
8346,"   8346       2  76  2","   8346       2  76","TZ201500000002","          2  76  2",1.668235,100,1.17897,31,1,529,2,2,7,0,1,0,99
8346,"   8346       2  85  2","   8346       2  85","TZ201500000002","          2  85  2",1.668235,100,1.17897,29,1,518,3,2,7,1,2,1,99
8346,"   8346       2  93  2","   8346       2  93","TZ201500000002","          2  93  2",1.668235,100,1.17897,45,1,525,0,3,7,1,1,1,99
8346,"   8346       2 102  2","   8346       2 102","TZ201500000002","          2 102  2",1.668235,100,1.17897,26,1,591,1,1,7,1,0,0,99
8346,"   8346       2 119  3","   8346       2 119","TZ201500000002","          2 119  3",1.668235,100,2.35794,37,1,533,0,4,3,4,0,0,99
8346,"   8346       2 119  5","   8346       2 119","TZ201500000002","          2 119  5",1.668235,100,0,30,1,658,0,4,7,14,9,9,99
8346,"   8346       2 128  2","   8346       2 128","TZ201500000002","          2 128  2",1.668235,100,0,17,1,410,1,2,7,31,9,9,99
8346,"   8346       2 128  3","   8346       2 128","TZ201500000002","          2 128  3",1.668235,100,2.35794,17,1,453,1,2,8,99,9,9,99
8346,"   8346       2 136  2","   8346       2 136","TZ201500000002","          2 136  2",1.668235,100,1.17897,38,1,555,2,3,7,1,1,1,99
8346,"   8346       2 153  2","   8346       2 153","TZ201500000002","          2 153  2",1.668235,100,1.17897,28,1,578,1,3,7,1,0,0,99
8346,"   8346       2 162  2","   8346       2 162","TZ201500000002","          2 162  2",1.668235,100,0,44,1,391,2,3,7,21,9,9,99
8346,"   8346       2 162  3","   8346       2 162","TZ201500000002","          2 162  3",1.668235,100,2.35794,22,1,401,2,3,7,31,9,9,99
8346,"   8346       3  13  2","   8346       3  13","TZ201500000003","          3  13  2",1.313899,100,0.944259,44,1,807,0,5,7,7,0,0,99
8346,"   8346       3  36  1","   8346       3  36","TZ201500000003","          3  36  1",1.313899,100,0.944259,36,1,611,0,4,0,4,2,1,99
8346,"   8346       3  59  2","   8346       3  59","TZ201500000003","          3  59  2",1.313899,100,0.944259,40,1,587,0,4,4,7,0,0,99
8346,"   8346       3  82  1","   8346       3  82","TZ201500000003","          3  82  1",1.313899,100,0.944259,28,1,579,2,4,7,7,9,9,99
8346,"   8346       3 104  2","   8346       3 104","TZ201500000003","          3 104  2",1.313899,100,0,44,1,670,1,4,7,2,9,9,99
8346,"   8346       3 104  3","   8346       3 104","TZ201500000003","          3 104  3",1.313899,100,0,22,2,596,1,4,11,31,9,9,99
8346,"   8346       3 104  4","   8346       3 104","TZ201500000003","          3 104  4",1.313899,100,0,22,1,675,1,4,11,99,9,9,99
8346,"   8346       3 104  7","   8346       3 104","TZ201500000003","          3 104  7",1.313899,100,4.721296,26,1,612,1,4,7,31,0,0,99
8346,"   8346       3 104 10","   8346       3 104","TZ201500000003","          3 104 10",1.313899,100,0,15,1,336,1,4,7,99,9,9,99
8346,"   8346       3 127  2","   8346       3 127","TZ201500000003","          3 127  2",1.313899,100,0.944259,29,1,816,2,5,11,6,2,1,32
8346,"   8346       3 150  2","   8346       3 150","TZ201500000003","          3 150  2",1.313899,100,0.944259,28,1,373,3,1,7,1,0,0,99
8346,"   8346       3 172  1","   8346       3 172","TZ201500000003","          3 172  1",1.313899,100,0.944259,39,1,465,2,3,6,31,0,0,99
8346,"   8346       3 195  3","   8346       3 195","TZ201500000003","          3 195  3",1.313899,100,0.944259,30,2,455,2,2,0,31,0,0,99
8346,"   8346       3 218  2","   8346       3 218","TZ201500000003","          3 218  2",1.313899,100,0.944259,35,1,483,0,5,9,6,0,0,99
8346,"   8346       3 240  1","   8346       3 240","TZ201500000003","          3 240  1",1.313899,100,0,43,1,455,0,3,0,31,9,9,99
8346,"   8346       3 240  5","   8346       3 240","TZ201500000003","          3 240  5",1.313899,100,1.888519,18,1,547,0,3,7,99,9,9,99
8346,"   8346       3 263  2","   8346       3 263","TZ201500000003","          3 263  2",1.313899,100,0.944259,38,1,613,1,4,7,31,2,1,99
8346,"   8346       3 308  2","   8346       3 308","TZ201500000003","          3 308  2",1.313899,100,0.944259,35,1,899,2,5,7,1,0,0,99
8346,"   8346       3 354  2","   8346       3 354","TZ201500000003","          3 354  2",1.313899,100,0,45,1,600,0,5,7,0,9,9,99
8346,"   8346       3 354  3","   8346       3 354","TZ201500000003","          3 354  3",1.313899,100,1.888519,15,1,396,0,5,9,99,9,9,99
8346,"   8346       3 376  1","   8346       3 376","TZ201500000003","          3 376  1",1.313899,100,0.944259,28,1,584,0,5,7,14,1,0,99
8346,"   8346       3 399  1","   8346       3 399","TZ201500000003","          3 399  1",1.313899,100,0.944259,20,1,611,1,5,1,31,0,0,99
8346,"   8346       3 422  1","   8346       3 422","TZ201500000003","          3 422  1",1.313899,100,0.944259,39,1,417,0,3,7,14,0,0,99
8346,"   8346       3 444  1","   8346       3 444","TZ201500000003","          3 444  1",1.313899,100,0,46,1,840,1,4,7,31,9,9,99
8346,"   8346       3 444  2","   8346       3 444","TZ201500000003","          3 444  2",1.313899,100,1.888519,28,2,717,1,4,7,31,0,0,99
8346,"   8346       3 467  2","   8346       3 467","TZ201500000003","          3 467  2",1.313899,100,1.888519,20,1,547,0,4,9,4,0,0,99
8346,"   8346       3 467  6","   8346       3 467","TZ201500000003","          3 467  6",1.313899,100,0,28,2,573,0,4,7,31,9,9,99
8346,"   8346       4   1  2","   8346       4   1","TZ201500000004","          4   1  2",1.50053,100,1.06045,40,1,713,1,4,7,1,0,0,99
8346,"   8346       4  24  2","   8346       4  24","TZ201500000004","          4  24  2",1.50053,100,2.120899,42,1,729,0,4,7,4,0,0,99
8346,"   8346       4  24  3","   8346       4  24","TZ201500000004","          4  24  3",1.50053,100,0,21,2,597,0,4,7,5,9,9,99
8346,"   8346       4  32  3","   8346       4  32","TZ201500000004","          4  32  3",1.50053,100,1.06045,20,1,461,0,4,11,99,9,9,99
8346,"   8346       4  55  1","   8346       4  55","TZ201500000004","          4  55  1",1.50053,100,0,42,1,552,1,2,7,31,9,9,99
8346,"   8346       4  55  3","   8346       4  55","TZ201500000004","          4  55  3",1.50053,100,0,22,1,561,1,2,5,99,9,9,99
8346,"   8346       4  55  7","   8346       4  55","TZ201500000004","          4  55  7",1.50053,100,3.181349,19,2,531,1,2,10,31,9,9,99
8346,"   8346       4  63  2","   8346       4  63","TZ201500000004","          4  63  2",1.50053,100,2.120899,44,1,670,1,4,7,7,1,0,99
8346,"   8346       4  63  3","   8346       4  63","TZ201500000004","          4  63  3",1.50053,100,0,21,1,498,1,4,7,31,9,9,99
8346,"   8346       4  79  2","   8346       4  79","TZ201500000004","          4  79  2",1.50053,100,1.06045,45,1,399,0,3,4,1,0,0,99
8346,"   8346       4  94  3","   8346       4  94","TZ201500000004","          4  94  3",1.50053,100,0,41,2,599,0,3,7,31,9,9,99
8346,"   8346       4  94  4","   8346       4  94","TZ201500000004","          4  94  4",1.50053,100,2.120899,48,2,720,0,3,7,14,1,1,99
8346,"   8346       4 109  3","   8346       4 109","TZ201500000004","          4 109  3",1.50053,100,1.06045,15,1,588,0,2,8,99,9,9,99
8346,"   8346       4 125  2","   8346       4 125","TZ201500000004","          4 125  2",1.50053,100,1.06045,21,1,486,1,2,3,2,0,0,99
8346,"   8346       4 140  2","   8346       4 140","TZ201500000004","          4 140  2",1.50053,100,1.06045,40,1,679,0,4,7,1,0,0,99
8346,"   8346       4 148  3","   8346       4 148","TZ201500000004","          4 148  3",1.50053,100,1.06045,18,1,455,0,4,11,99,9,9,99
8346,"   8346       4 156  2","   8346       4 156","TZ201500000004","          4 156  2",1.50053,100,1.06045,19,1,541,1,4,7,3,1,0,99
8346,"   8346       4 164  2","   8346       4 164","TZ201500000004","          4 164  2",1.50053,100,0,26,2,513,0,3,7,31,9,9,99
8346,"   8346       4 164  3","   8346       4 164","TZ201500000004","          4 164  3",1.50053,100,2.120899,20,2,663,0,3,11,31,0,0,99
8346,"   8346       5   3  2","   8346       5   3","TZ201500000005","          5   3  2",1.29068,100,0.912145,30,1,493,2,1,7,1,1,0,99
8346,"   8346       5   7  2","   8346       5   7","TZ201500000005","          5   7  2",1.29068,100,0.912145,33,1,500,2,1,7,14,1,1,99
8346,"   8346       5  11  2","   8346       5  11","TZ201500000005","          5  11  2",1.29068,100,0.912145,41,1,562,1,1,7,31,1,1,99
8346,"   8346       5  20  2","   8346       5  20","TZ201500000005","          5  20  2",1.29068,100,0.912145,39,1,625,1,1,7,4,0,0,99
8346,"   8346       5  24  2","   8346       5  24","TZ201500000005","          5  24  2",1.29068,100,0.912145,36,1,555,1,3,7,31,2,1,99
8346,"   8346       5  33  2","   8346       5  33","TZ201500000005","          5  33  2",1.29068,100,0,39,1,814,1,3,7,2,9,9,99
8346,"   8346       5  33  3","   8346       5  33","TZ201500000005","          5  33  3",1.29068,100,1.82429,15,1,554,1,3,7,99,9,9,99
8346,"   8346       5  37  5","   8346       5  37","TZ201500000005","          5  37  5",1.29068,100,0.912145,15,1,596,0,1,7,99,9,9,99
8346,"   8346       5  50  1","   8346       5  50","TZ201500000005","          5  50  1",1.29068,100,0.912145,31,1,407,1,2,7,7,0,0,99
8346,"   8346       5  55  1","   8346       5  55","TZ201500000005","          5  55  1",1.29068,100,0.912145,39,1,499,0,4,7,31,0,0,99
8346,"   8346       5  63  2","   8346       5  63","TZ201500000005","          5  63  2",1.29068,100,0.912145,34,1,668,1,1,7,0,1,0,99
8346,"   8346       5  68  2","   8346       5  68","TZ201500000005","          5  68  2",1.29068,100,0.912145,29,1,532,2,3,9,1,0,0,99
8346,"   8346       5  72  2","   8346       5  72","TZ201500000005","          5  72  2",1.29068,100,0.912145,23,1,602,2,1,7,2,2,1,99
8346,"   8346       5  76  2","   8346       5  76","TZ201500000005","          5  76  2",1.29068,100,0.912145,41,1,578,2,3,7,14,1,0,99
8346,"   8346       5  85  2","   8346       5  85","TZ201500000005","          5  85  2",1.29068,100,0.912145,19,1,472,1,3,0,2,0,0,99
8346,"   8346       5  93  2","   8346       5  93","TZ201500000005","          5  93  2",1.29068,100,0.912145,21,1,453,1,3,11,4,0,0,99
8346,"   8346       6   3  2","   8346       6   3","TZ201500000006","          6   3  2",1.575988,100,1.113777,22,1,578,1,3,0,7,0,0,99
8346,"   8346       6  14  2","   8346       6  14","TZ201500000006","          6  14  2",1.575988,100,1.113777,23,1,640,2,1,0,0,0,0,99
8346,"   8346       6  24  2","   8346       6  24","TZ201500000006","          6  24  2",1.575988,100,1.113777,47,1,609,0,1,7,31,0,0,10
8346,"   8346       6  30  2","   8346       6  30","TZ201500000006","          6  30  2",1.575988,100,1.113777,28,1,503,3,1,7,7,2,0,99
8346,"   8346       6  35  2","   8346       6  35","TZ201500000006","          6  35  2",1.575988,100,1.113777,40,1,514,2,1,0,1,2,1,99
8346,"   8346       6  40  2","   8346       6  40","TZ201500000006","          6  40  2",1.575988,100,1.113777,19,1,473,1,1,7,0,1,0,99
8346,"   8346       6  56  2","   8346       6  56","TZ201500000006","          6  56  2",1.575988,100,1.113777,23,1,563,2,1,7,31,1,1,99
8346,"   8346       6  66  1","   8346       6  66","TZ201500000006","          6  66  1",1.575988,100,2.227554,38,1,556,2,1,0,31,0,0,99
8346,"   8346       6  82  2","   8346       6  82","TZ201500000006","          6  82  2",1.575988,100,0,48,1,575,0,1,0,31,9,9,99
8346,"   8346       6  82  4","   8346       6  82","TZ201500000006","          6  82  4",1.575988,100,2.227554,15,1,435,0,1,0,31,9,9,99
8346,"   8346       6  93  2","   8346       6  93","TZ201500000006","          6  93  2",1.575988,100,1.113777,26,1,796,1,1,0,0,0,0,99
8346,"   8346       6  98  2","   8346       6  98","TZ201500000006","          6  98  2",1.575988,100,1.113777,35,1,682,1,4,5,31,0,0,99
8346,"   8346       6 114  2","   8346       6 114","TZ201500000006","          6 114  2",1.575988,100,1.113777,28,1,405,2,2,0,1,2,0,99
8346,"   8346       7   2  2","   8346       7   2","TZ201500000007","          7   2  2",1.635474,100,1.155817,18,1,596,1,2,7,2,0,0,99
8346,"   8346       7   8  2","   8346       7   8","TZ201500000007","          7   8  2",1.635474,100,1.155817,22,1,612,1,2,7,0,0,0,99
8346,"   8346       7  14  2","   8346       7  14","TZ201500000007","          7  14  2",1.635474,100,1.155817,28,1,506,1,4,0,6,1,0,99
8346,"   8346       7  20  2","   8346       7  20","TZ201500000007","          7  20  2",1.635474,100,1.155817,19,1,489,1,2,0,31,1,0,99
8346,"   8346       7  26  1","   8346       7  26","TZ201500000007","          7  26  1",1.635474,100,0,43,1,452,1,2,7,31,9,9,99
8346,"   8346       7  26  4","   8346       7  26","TZ201500000007","          7  26  4",1.635474,100,2.311634,15,1,380,1,2,7,99,9,9,99
8346,"   8346       7  38  2","   8346       7  38","TZ201500000007","          7  38  2",1.635474,100,1.155817,18,1,404,0,3,7,1,0,0,99
8346,"   8346       7  44  2","   8346       7  44","TZ201500000007","          7  44  2",1.635474,100,1.155817,43,1,426,1,2,7,3,1,0,99
8346,"   8346       7  56  2","   8346       7  56","TZ201500000007","          7  56  2",1.635474,100,1.155817,26,1,534,2,4,11,7,1,0,99
8346,"   8346       7  68  2","   8346       7  68","TZ201500000007","          7  68  2",1.635474,100,1.155817,18,1,450,1,4,4,31,1,0,99
8346,"   8346       7  74  2","   8346       7  74","TZ201500000007","          7  74  2",1.635474,100,0,34,1,569,1,2,0,5,9,9,99
8346,"   8346       7  74  6","   8346       7  74","TZ201500000007","          7  74  6",1.635474,100,2.311634,27,1,500,1,2,0,21,0,0,99
8346,"   8346       7  91  4","   8346       7  91","TZ201500000007","          7  91  4",1.635474,100,0,15,1,470,1,2,7,31,9,9,99
8346,"   8346       7  97  2","   8346       7  97","TZ201500000007","          7  97  2",1.635474,100,0,44,1,692,1,2,7,14,9,9,20
8346,"   8346       7  97  4","   8346       7  97","TZ201500000007","          7  97  4",1.635474,100,2.311634,17,1,483,1,2,7,31,9,9,99
8346,"   8346       7 103  2","   8346       7 103","TZ201500000007","          7 103  2",1.635474,100,1.155817,38,1,517,3,3,7,1,0,0,99
8346,"   8346       7 109  1","   8346       7 109","TZ201500000007","          7 109  1",1.635474,100,1.155817,31,1,574,0,2,3,31,9,9,99
8346,"   8346       7 115  4","   8346       7 115","TZ201500000007","          7 115  4",1.635474,100,1.155817,17,1,587,0,2,6,1,0,0,99
8346,"   8346       7 127  1","   8346       7 127","TZ201500000007","          7 127  1",1.635474,100,1.155817,35,1,411,1,2,7,31,2,1,99
8346,"   8346       8   3  1","   8346       8   3","TZ201500000008","          8   3  1",1.839313,100,1.299873,38,1,676,0,5,12,31,1,0,99
8346,"   8346       8   9  2","   8346       8   9","TZ201500000008","          8   9  2",1.839313,100,1.299873,34,1,492,1,4,7,1,0,0,99
8346,"   8346       8  13  2","   8346       8  13","TZ201500000008","          8  13  2",1.839313,100,0,47,1,592,1,3,7,7,9,9,99
8346,"   8346       8  13  4","   8346       8  13","TZ201500000008","          8  13  4",1.839313,100,2.599745,16,1,596,1,3,7,99,9,9,99
8346,"   8346       8  19  2","   8346       8  19","TZ201500000008","          8  19  2",1.839313,100,1.299873,29,1,636,1,3,7,4,0,0,99
8346,"   8346       8  29  2","   8346       8  29","TZ201500000008","          8  29  2",1.839313,100,1.299873,32,1,517,1,4,7,0,0,0,99
8346,"   8346       8  32  2","   8346       8  32","TZ201500000008","          8  32  2",1.839313,100,1.299873,39,1,626,0,3,7,7,0,0,99
8346,"   8346       8  36  2","   8346       8  36","TZ201500000008","          8  36  2",1.839313,100,1.299873,25,1,672,1,3,7,0,0,0,99
8346,"   8346       8  42  2","   8346       8  42","TZ201500000008","          8  42  2",1.839313,100,1.299873,38,1,532,1,2,7,1,0,0,99
8346,"   8346       8  46  2","   8346       8  46","TZ201500000008","          8  46  2",1.839313,100,1.299873,34,1,472,1,3,7,7,0,1,99
8346,"   8346       8  49  1","   8346       8  49","TZ201500000008","          8  49  1",1.839313,100,1.299873,38,1,761,0,3,7,5,9,9,99
8346,"   8346       8  52  2","   8346       8  52","TZ201500000008","          8  52  2",1.839313,100,1.299873,30,1,483,1,3,6,31,1,0,99
8346,"   8346       8  59  2","   8346       8  59","TZ201500000008","          8  59  2",1.839313,100,1.299873,18,1,680,0,1,0,7,0,0,99
8346,"   8346       8  66  1","   8346       8  66","TZ201500000008","          8  66  1",1.839313,100,1.299873,48,1,860,1,2,0,31,2,1,20
8346,"   8346       8  69  2","   8346       8  69","TZ201500000008","          8  69  2",1.839313,100,1.299873,26,1,585,0,3,4,0,2,1,99
8346,"   8346       9   4  2","   8346       9   4","TZ201500000009","          9   4  2",1.40558,100,0.993347,27,1,573,0,2,7,14,1,0,99
8346,"   8346       9  10  1","   8346       9  10","TZ201500000009","          9  10  1",1.40558,100,0.993347,44,1,531,0,1,7,14,2,0,99
8346,"   8346       9  17  1","   8346       9  17","TZ201500000009","          9  17  1",1.40558,100,0.993347,39,1,593,0,3,7,7,2,1,99
8346,"   8346       9  36  2","   8346       9  36","TZ201500000009","          9  36  2",1.40558,100,0.993347,25,1,396,3,3,7,2,1,0,99
8346,"   8346       9  69  2","   8346       9  69","TZ201500000009","          9  69  2",1.40558,100,0.993347,33,1,454,0,2,0,3,0,0,99
8346,"   8346       9  75  2","   8346       9  75","TZ201500000009","          9  75  2",1.40558,100,0.993347,36,1,586,2,1,7,5,0,0,99
8346,"   8346       9  81  2","   8346       9  81","TZ201500000009","          9  81  2",1.40558,100,0.993347,43,1,479,1,4,3,7,1,0,99
8346,"   8346       9  94  1","   8346       9  94","TZ201500000009","          9  94  1",1.40558,100,0.993347,33,1,706,1,2,7,31,1,0,99
8346,"   8346       9 107  2","   8346       9 107","TZ201500000009","          9 107  2",1.40558,100,0.993347,29,1,429,4,1,0,31,0,0,99
8346,"   8346       9 114  2","   8346       9 114","TZ201500000009","          9 114  2",1.40558,100,0.993347,19,1,437,0,3,7,3,0,0,99
8346,"   8346       9 140  2","   8346       9 140","TZ201500000009","          9 140  2",1.40558,100,0.993347,38,1,502,1,1,0,31,2,0,99
8346,"   8346      10  51  2","   8346      10  51","TZ201500000010","         10  51  2",2.318696,100,1.638661,22,1,454,2,1,2,2,1,1,99
8346,"   8346      10  63  2","   8346      10  63","TZ201500000010","         10  63  2",2.318696,100,1.638661,21,1,446,2,1,0,7,0,0,10
8346,"   8346      10  74  1","   8346      10  74","TZ201500000010","         10  74  1",2.318696,100,0,37,1,484,2,1,0,31,9,9,99
8346,"   8346      10  74  2","   8346      10  74","TZ201500000010","         10  74  2",2.318696,100,3.277323,18,2,648,2,1,7,7,0,0,99
8346,"   8346      10  86  2","   8346      10  86","TZ201500000010","         10  86  2",2.318696,100,1.638661,22,1,435,1,4,7,3,0,1,99
8346,"   8346      10  98  2","   8346      10  98","TZ201500000010","         10  98  2",2.318696,100,1.638661,20,1,504,2,2,7,1,1,0,99
8346,"   8346      10 109  1","   8346      10 109","TZ201500000010","         10 109  1",2.318696,100,1.638661,46,1,487,1,1,7,1,1,0,99
8346,"   8346      10 121  2","   8346      10 121","TZ201500000010","         10 121  2",2.318696,100,1.638661,17,1,524,0,2,7,1,1,1,99
8346,"   8346      10 133  1","   8346      10 133","TZ201500000010","         10 133  1",2.318696,100,1.638661,45,1,465,2,1,4,31,2,0,99
8346,"   8346      10 144  1","   8346      10 144","TZ201500000010","         10 144  1",2.318696,100,1.638661,43,1,532,1,1,7,31,0,0,99
8346,"   8346      10 156  2","   8346      10 156","TZ201500000010","         10 156  2",2.318696,100,1.638661,33,1,459,1,1,7,31,0,1,99
8346,"   8346      10 179  2","   8346      10 179","TZ201500000010","         10 179  2",2.318696,100,1.638661,18,1,477,0,4,7,5,0,0,99
8346,"   8346      10 191  2","   8346      10 191","TZ201500000010","         10 191  2",2.318696,100,1.638661,42,1,464,1,1,7,4,0,0,20
8346,"   8346      10 214  1","   8346      10 214","TZ201500000010","         10 214  1",2.318696,100,1.638661,33,1,445,2,1,0,7,2,0,99
8346,"   8346      11   3  1","   8346      11   3","TZ201500000011","         11   3  1",1.123523,100,0.807442,40,1,751,0,4,7,31,2,0,20
8346,"   8346      11   9  2","   8346      11   9","TZ201500000011","         11   9  2",1.123523,100,2.422326,23,2,543,0,5,13,31,9,9,99
8346,"   8346      11   9  3","   8346      11   9","TZ201500000011","         11   9  3",1.123523,100,0,18,2,447,0,5,10,99,9,9,99
8346,"   8346      11  28  2","   8346      11  28","TZ201500000011","         11  28  2",1.123523,100,0.807442,22,1,632,1,4,7,31,0,0,99
8346,"   8346      11  34  2","   8346      11  34","TZ201500000011","         11  34  2",1.123523,100,0.807442,44,1,441,0,1,0,2,1,0,99
8346,"   8346      11  47  2","   8346      11  47","TZ201500000011","         11  47  2",1.123523,100,0.807442,23,1,488,2,3,7,1,1,0,99
8346,"   8346      11  53  1","   8346      11  53","TZ201500000011","         11  53  1",1.123523,100,1.614884,47,1,587,1,2,0,31,2,1,99
8346,"   8346      11  53  2","   8346      11  53","TZ201500000011","         11  53  2",1.123523,100,0,23,2,721,1,2,7,31,9,9,99
8346,"   8346      11  59  2","   8346      11  59","TZ201500000011","         11  59  2",1.123523,100,0.807442,36,1,798,0,4,7,0,1,0,20
8346,"   8346      11  66  2","   8346      11  66","TZ201500000011","         11  66  2",1.123523,100,0.807442,20,1,405,2,4,7,4,0,0,99
8346,"   8346      11  72  2","   8346      11  72","TZ201500000011","         11  72  2",1.123523,100,0,46,1,663,0,1,4,4,9,9,20
8346,"   8346      11  72  3","   8346      11  72","TZ201500000011","         11  72  3",1.123523,100,1.614884,23,1,718,0,1,0,31,9,9,99
8346,"   8346      11  97  2","   8346      11  97","TZ201500000011","         11  97  2",1.123523,100,0.807442,28,1,537,1,1,7,31,2,1,99
8346,"   8346      11 104  2","   8346      11 104","TZ201500000011","         11 104  2",1.123523,100,0.807442,23,1,524,1,3,7,1,2,0,99
8346,"   8346      11 110  2","   8346      11 110","TZ201500000011","         11 110  2",1.123523,100,0.807442,46,1,402,0,3,7,1,0,0,20
8346,"   8346      11 123  2","   8346      11 123","TZ201500000011","         11 123  2",1.123523,100,1.614884,34,1,479,3,5,7,1,0,0,99
8346,"   8346      11 123  8","   8346      11 123","TZ201500000011","         11 123  8",1.123523,100,0,18,1,539,3,5,7,31,9,9,99
8346,"   8346      11 129  2","   8346      11 129","TZ201500000011","         11 129  2",1.123523,100,0.807442,21,2,611,1,4,12,31,9,9,99
8346,"   8346      11 135  1","   8346      11 135","TZ201500000011","         11 135  1",1.123523,100,0.807442,46,1,633,0,2,7,7,2,1,10
8346,"   8346      12   2  1","   8346      12   2","TZ201500000012","         12   2  1",1.618688,100,1.143954,21,1,581,1,3,0,7,0,0,20
8346,"   8346      12   8  2","   8346      12   8","TZ201500000012","         12   8  2",1.618688,100,1.143954,27,1,513,0,3,0,1,1,0,31
8346,"   8346      12  15  2","   8346      12  15","TZ201500000012","         12  15  2",1.618688,100,1.143954,35,1,609,1,1,7,31,0,0,99
8346,"   8346      12  21  2","   8346      12  21","TZ201500000012","         12  21  2",1.618688,100,2.287908,46,1,688,0,1,0,7,1,0,20
8346,"   8346      12  21  3","   8346      12  21","TZ201500000012","         12  21  3",1.618688,100,0,20,1,614,0,1,11,99,9,9,99
8346,"   8346      12  27  2","   8346      12  27","TZ201500000012","         12  27  2",1.618688,100,1.143954,30,1,631,1,1,0,1,1,0,20
8346,"   8346      12  40  2","   8346      12  40","TZ201500000012","         12  40  2",1.618688,100,1.143954,37,1,521,2,1,7,7,0,0,99
8346,"   8346      12  53  2","   8346      12  53","TZ201500000012","         12  53  2",1.618688,100,1.143954,47,1,573,0,1,7,1,1,0,10
8346,"   8346      12  59  4","   8346      12  59","TZ201500000012","         12  59  4",1.618688,100,1.143954,16,1,487,0,1,6,99,9,9,99
8346,"   8346      12  65  2","   8346      12  65","TZ201500000012","         12  65  2",1.618688,100,1.143954,19,1,653,0,2,7,14,0,0,99
8346,"   8346      12  90  1","   8346      12  90","TZ201500000012","         12  90  1",1.618688,100,1.143954,33,1,720,3,3,7,2,2,0,20
8346,"   8346      12  97  2","   8346      12  97","TZ201500000012","         12  97  2",1.618688,100,1.143954,18,1,622,1,1,0,7,0,0,99
8346,"   8346      12 122  3","   8346      12 122","TZ201500000012","         12 122  3",1.618688,100,1.143954,18,1,446,1,1,0,31,0,0,99
8346,"   8346      12 128  2","   8346      12 128","TZ201500000012","         12 128  2",1.618688,100,1.143954,24,1,484,2,2,0,0,2,0,99
8346,"   8346      12 135  1","   8346      12 135","TZ201500000012","         12 135  1",1.618688,100,1.143954,43,1,451,1,1,3,14,2,0,99
