"SAMPLE","IDHSPID","IDHSHID","DHSID","CASEID","PERWEIGHT","AWFACTT","DVWEIGHT","AGE","RESIDENT","WEIGHTFEM","HHKIDLT5","WEALTHQ","EDYRTOTAL","TIMESINCESEXD","DVFEARFQ","DVPMSEVER","ALFREQ"
8346,"   8346     293  12  3","   8346     293  12","TZ201500000293","        293  12  3",1.595048,100,2.243554,34,1,595,4,3,4,2,1,0,99
8346,"   8346     293  16  2","   8346     293  16","TZ201500000293","        293  16  2",1.595048,100,1.121777,38,1,446,2,2,0,31,0,0,99
8346,"   8346     293  19  3","   8346     293  19","TZ201500000293","        293  19  3",1.595048,100,2.243554,27,1,456,1,2,7,7,2,0,99
8346,"   8346     293  19  4","   8346     293  19","TZ201500000293","        293  19  4",1.595048,100,0,19,1,593,1,2,11,31,9,9,99
8346,"   8346     293  26  2","   8346     293  26","TZ201500000293","        293  26  2",1.595048,100,1.121777,28,1,584,2,2,3,31,0,0,99
8346,"   8346     293  29  2","   8346     293  29","TZ201500000293","        293  29  2",1.595048,100,0,25,1,520,2,3,10,2,9,9,99
8346,"   8346     293  29  6","   8346     293  29","TZ201500000293","        293  29  6",1.595048,100,3.365331,18,1,473,2,3,7,2,9,9,99
8346,"   8346     293  33  2","   8346     293  33","TZ201500000293","        293  33  2",1.595048,100,1.121777,23,1,420,1,2,0,7,0,0,99
8346,"   8346     293  36  3","   8346     293  36","TZ201500000293","        293  36  3",1.595048,100,1.121777,23,1,561,2,2,0,0,1,0,99
8346,"   8346     293  39  4","   8346     293  39","TZ201500000293","        293  39  4",1.595048,100,1.121777,15,1,509,0,1,4,99,9,9,99
8346,"   8346     293  43  2","   8346     293  43","TZ201500000293","        293  43  2",1.595048,100,3.365331,47,1,470,3,4,6,0,0,0,99
8346,"   8346     293  43  3","   8346     293  43","TZ201500000293","        293  43  3",1.595048,100,0,21,1,556,3,4,11,31,9,9,99
8346,"   8346     293  43  4","   8346     293  43","TZ201500000293","        293  43  4",1.595048,100,0,19,1,580,3,4,9,31,9,9,99
8346,"   8346     293  49  3","   8346     293  49","TZ201500000293","        293  49  3",1.595048,100,1.121777,24,2,468,0,3,9,31,2,1,99
8346,"   8346     293  53  4","   8346     293  53","TZ201500000293","        293  53  4",1.595048,100,1.121777,18,1,453,1,1,0,2,2,0,99
8346,"   8346     293  56  2","   8346     293  56","TZ201500000293","        293  56  2",1.595048,100,0,43,1,632,0,2,7,31,9,9,99
8346,"   8346     293  56  5","   8346     293  56","TZ201500000293","        293  56  5",1.595048,100,2.243554,17,2,511,0,2,7,31,0,0,99
8346,"   8346     293  60  2","   8346     293  60","TZ201500000293","        293  60  2",1.595048,100,3.365331,33,1,505,1,2,6,7,1,1,99
8346,"   8346     293  60  3","   8346     293  60","TZ201500000293","        293  60  3",1.595048,100,0,16,1,401,1,2,7,99,9,9,99
8346,"   8346     293  60  4","   8346     293  60","TZ201500000293","        293  60  4",1.595048,100,0,15,1,463,1,2,7,99,9,9,99
8346,"   8346     293  66  2","   8346     293  66","TZ201500000293","        293  66  2",1.595048,100,1.121777,36,1,615,1,2,7,0,0,0,99
8346,"   8346     293  70  2","   8346     293  70","TZ201500000293","        293  70  2",1.595048,100,0,43,1,776,2,4,7,0,9,9,99
8346,"   8346     293  70  3","   8346     293  70","TZ201500000293","        293  70  3",1.595048,100,2.243554,26,1,831,2,4,7,31,0,0,99
8346,"   8346     293  73  2","   8346     293  73","TZ201500000293","        293  73  2",1.595048,100,1.121777,19,1,622,0,3,7,2,1,0,99
8346,"   8346     294   1  3","   8346     294   1","TZ201500000294","        294   1  3",1.696014,100,1.192785,28,1,639,2,2,0,21,0,0,99
8346,"   8346     294   7  2","   8346     294   7","TZ201500000294","        294   7  2",1.696014,100,2.38557,32,1,470,1,1,7,0,0,0,99
8346,"   8346     294   7  5","   8346     294   7","TZ201500000294","        294   7  5",1.696014,100,0,36,2,362,1,1,0,31,9,9,99
8346,"   8346     294  12  2","   8346     294  12","TZ201500000294","        294  12  2",1.696014,100,1.192785,37,1,594,2,3,7,0,2,1,99
8346,"   8346     294  17  2","   8346     294  17","TZ201500000294","        294  17  2",1.696014,100,1.192785,29,1,402,0,2,7,0,0,0,99
8346,"   8346     294  22  2","   8346     294  22","TZ201500000294","        294  22  2",1.696014,100,1.192785,32,1,798,2,2,0,14,0,0,99
8346,"   8346     294  27  1","   8346     294  27","TZ201500000294","        294  27  1",1.696014,100,1.192785,44,1,588,0,1,0,31,1,1,99
8346,"   8346     294  38  1","   8346     294  38","TZ201500000294","        294  38  1",1.696014,100,1.192785,43,1,426,2,1,0,31,2,1,99
8346,"   8346     294  43  2","   8346     294  43","TZ201500000294","        294  43  2",1.696014,100,5.963925,36,1,677,16,1,0,2,0,0,99
8346,"   8346     294  43  3","   8346     294  43","TZ201500000294","        294  43  3",1.696014,100,0,19,1,595,16,1,0,0,9,9,99
8346,"   8346     294  43 35","   8346     294  43","TZ201500000294","        294  43 35",1.696014,100,0,42,1,533,16,1,0,2,9,9,99
8346,"   8346     294  43 36","   8346     294  43","TZ201500000294","        294  43 36",1.696014,100,0,27,1,507,16,1,0,2,9,9,99
8346,"   8346     294  43 37","   8346     294  43","TZ201500000294","        294  43 37",1.696014,100,0,25,1,542,16,1,0,31,9,9,99
8346,"   8346     294  43 38","   8346     294  43","TZ201500000294","        294  43 38",1.696014,100,0,18,1,548,16,1,2,31,9,9,99
8346,"   8346     294  48  3","   8346     294  48","TZ201500000294","        294  48  3",1.696014,100,1.192785,25,1,533,2,3,0,31,1,0,99
8346,"   8346     294  54  2","   8346     294  54","TZ201500000294","        294  54  2",1.696014,100,1.192785,38,1,618,4,1,0,31,0,0,99
8346,"   8346     294  64  4","   8346     294  64","TZ201500000294","        294  64  4",1.696014,100,1.192785,25,1,541,3,1,0,0,2,1,33
8346,"   8346     294  69  2","   8346     294  69","TZ201500000294","        294  69  2",1.696014,100,1.192785,42,1,588,0,1,7,31,2,1,99
8346,"   8346     294  85  1","   8346     294  85","TZ201500000294","        294  85  1",1.696014,100,1.192785,36,1,665,3,1,0,31,2,1,99
8346,"   8346     294  90  2","   8346     294  90","TZ201500000294","        294  90  2",1.696014,100,5.963925,29,1,533,5,2,3,31,1,0,99
8346,"   8346     294  90 11","   8346     294  90","TZ201500000294","        294  90 11",1.696014,100,0,41,1,600,5,2,7,31,9,9,99
8346,"   8346     294  90 13","   8346     294  90","TZ201500000294","        294  90 13",1.696014,100,0,23,1,490,5,2,7,31,9,9,99
8346,"   8346     294  90 18","   8346     294  90","TZ201500000294","        294  90 18",1.696014,100,0,15,1,430,5,2,7,99,9,9,99
8346,"   8346     294  90 19","   8346     294  90","TZ201500000294","        294  90 19",1.696014,100,0,15,1,457,5,2,7,99,9,9,99
8346,"   8346     294  90 20","   8346     294  90","TZ201500000294","        294  90 20",1.696014,100,0,17,2,493,5,2,1,0,9,9,99
8346,"   8346     294  95  2","   8346     294  95","TZ201500000294","        294  95  2",1.696014,100,2.38557,30,1,667,2,1,7,0,0,0,99
8346,"   8346     294  95 10","   8346     294  95","TZ201500000294","        294  95 10",1.696014,100,0,16,1,489,2,1,7,0,9,9,99
8346,"   8346     294 101  2","   8346     294 101","TZ201500000294","        294 101  2",1.696014,100,0,48,1,896,0,1,7,5,9,9,99
8346,"   8346     294 101  3","   8346     294 101","TZ201500000294","        294 101  3",1.696014,100,2.38557,19,2,442,0,1,7,31,0,0,99
8346,"   8346     294 106  6","   8346     294 106","TZ201500000294","        294 106  6",1.696014,100,2.38557,21,1,676,1,4,7,0,2,1,99
8346,"   8346     294 106  7","   8346     294 106","TZ201500000294","        294 106  7",1.696014,100,0,20,1,579,1,4,7,1,9,9,99
8346,"   8346     294 111  2","   8346     294 111","TZ201500000294","        294 111  2",1.696014,100,1.192785,28,1,543,2,2,0,1,0,0,99
8346,"   8346     295  12  2","   8346     295  12","TZ201500000295","        295  12  2",1.269857,100,0,21,1,722,1,4,7,31,9,9,99
8346,"   8346     295  12  4","   8346     295  12","TZ201500000295","        295  12  4",1.269857,100,0,45,2,486,1,4,7,14,9,9,99
8346,"   8346     295  12  6","   8346     295  12","TZ201500000295","        295  12  6",1.269857,100,2.744314,17,2,536,1,4,9,99,9,9,99
8346,"   8346     295  20  2","   8346     295  20","TZ201500000295","        295  20  2",1.269857,100,1.829543,47,1,757,1,5,13,2,0,0,99
8346,"   8346     295  20  6","   8346     295  20","TZ201500000295","        295  20  6",1.269857,100,0,16,1,483,1,5,7,99,9,9,99
8346,"   8346     295  27  1","   8346     295  27","TZ201500000295","        295  27  1",1.269857,100,0.914771,32,1,1039,0,5,11,31,0,0,99
8346,"   8346     295  50  2","   8346     295  50","TZ201500000295","        295  50  2",1.269857,100,0.914771,19,1,768,0,4,7,1,1,0,99
8346,"   8346     295  64  2","   8346     295  64","TZ201500000295","        295  64  2",1.269857,100,0,33,1,964,2,4,0,1,9,9,99
8346,"   8346     295  64  3","   8346     295  64","TZ201500000295","        295  64  3",1.269857,100,1.829543,16,1,530,2,4,7,99,9,9,99
8346,"   8346     295  72  2","   8346     295  72","TZ201500000295","        295  72  2",1.269857,100,0.914771,43,1,875,0,5,7,0,0,0,31
8346,"   8346     295  79  2","   8346     295  79","TZ201500000295","        295  79  2",1.269857,100,0.914771,29,1,881,1,5,7,2,0,0,99
8346,"   8346     295  87  2","   8346     295  87","TZ201500000295","        295  87  2",1.269857,100,0,33,1,853,0,4,7,3,9,9,99
8346,"   8346     295  87  3","   8346     295  87","TZ201500000295","        295  87  3",1.269857,100,1.829543,15,1,465,0,4,8,99,9,9,99
8346,"   8346     295  94  1","   8346     295  94","TZ201500000295","        295  94  1",1.269857,100,0.914771,30,1,553,0,5,7,31,1,1,31
8346,"   8346     295 109  1","   8346     295 109","TZ201500000295","        295 109  1",1.269857,100,0.914771,21,1,561,1,4,7,1,9,9,99
8346,"   8346     295 117  2","   8346     295 117","TZ201500000295","        295 117  2",1.269857,100,0,36,1,763,1,5,7,1,9,9,99
8346,"   8346     295 117  3","   8346     295 117","TZ201500000295","        295 117  3",1.269857,100,0,18,1,492,1,5,7,99,9,9,99
8346,"   8346     295 117  8","   8346     295 117","TZ201500000295","        295 117  8",1.269857,100,2.744314,17,1,418,1,5,9,99,9,9,99
8346,"   8346     295 124  2","   8346     295 124","TZ201500000295","        295 124  2",1.269857,100,1.829543,38,1,986,1,5,7,7,1,0,99
8346,"   8346     295 124  5","   8346     295 124","TZ201500000295","        295 124  5",1.269857,100,0,18,1,438,1,5,5,31,9,9,99
8346,"   8346     295 132  1","   8346     295 132","TZ201500000295","        295 132  1",1.269857,100,0.914771,35,1,563,2,5,0,0,2,1,99
8346,"   8346     295 139  1","   8346     295 139","TZ201500000295","        295 139  1",1.269857,100,0.914771,28,1,583,0,4,10,31,9,9,99
8346,"   8346     295 146  2","   8346     295 146","TZ201500000295","        295 146  2",1.269857,100,2.744314,47,1,1034,1,5,9,14,1,1,99
8346,"   8346     295 146  3","   8346     295 146","TZ201500000295","        295 146  3",1.269857,100,0,22,1,609,1,5,11,21,9,9,99
8346,"   8346     295 146  4","   8346     295 146","TZ201500000295","        295 146  4",1.269857,100,0,19,1,527,1,5,11,31,9,9,99
8346,"   8346     295 161  3","   8346     295 161","TZ201500000295","        295 161  3",1.269857,100,0.914771,27,1,642,1,5,7,2,0,0,99
8346,"   8346     296   2  8","   8346     296   2","TZ201500000296","        296   2  8",1.392207,100,0.979121,18,1,600,2,2,7,1,0,0,99
8346,"   8346     296  12  2","   8346     296  12","TZ201500000296","        296  12  2",1.392207,100,0.979121,31,1,525,1,2,0,1,0,0,99
8346,"   8346     296  18  2","   8346     296  18","TZ201500000296","        296  18  2",1.392207,100,0.979121,38,1,697,0,1,0,31,0,1,99
8346,"   8346     296  23  2","   8346     296  23","TZ201500000296","        296  23  2",1.392207,100,1.958242,21,1,524,1,2,0,2,0,0,99
8346,"   8346     296  23  3","   8346     296  23","TZ201500000296","        296  23  3",1.392207,100,0,17,1,616,1,2,0,1,9,9,20
8346,"   8346     296  28  3","   8346     296  28","TZ201500000296","        296  28  3",1.392207,100,0,22,1,496,1,1,0,31,9,9,99
8346,"   8346     296  28  7","   8346     296  28","TZ201500000296","        296  28  7",1.392207,100,1.958242,17,1,482,1,1,0,0,0,0,99
8346,"   8346     296  34  2","   8346     296  34","TZ201500000296","        296  34  2",1.392207,100,0,30,1,623,9,2,0,7,9,9,32
8346,"   8346     296  34  3","   8346     296  34","TZ201500000296","        296  34  3",1.392207,100,0,25,1,519,9,2,0,7,9,9,99
8346,"   8346     296  34  4","   8346     296  34","TZ201500000296","        296  34  4",1.392207,100,0,29,1,466,9,2,0,7,9,9,99
8346,"   8346     296  34  5","   8346     296  34","TZ201500000296","        296  34  5",1.392207,100,0,22,1,574,9,2,7,31,9,9,99
8346,"   8346     296  34  6","   8346     296  34","TZ201500000296","        296  34  6",1.392207,100,0,18,1,576,9,2,7,7,9,9,99
8346,"   8346     296  34 18","   8346     296  34","TZ201500000296","        296  34 18",1.392207,100,4.895604,21,1,563,9,2,0,7,1,1,99
8346,"   8346     296  39  2","   8346     296  39","TZ201500000296","        296  39  2",1.392207,100,0.979121,38,1,807,1,1,0,2,2,0,32
8346,"   8346     296  44  9","   8346     296  44","TZ201500000296","        296  44  9",1.392207,100,0,19,1,596,7,1,0,2,9,9,99
8346,"   8346     296  44 10","   8346     296  44","TZ201500000296","        296  44 10",1.392207,100,0,18,1,666,7,1,0,0,9,9,99
8346,"   8346     296  44 11","   8346     296  44","TZ201500000296","        296  44 11",1.392207,100,2.937363,23,1,565,7,1,0,31,2,0,99
8346,"   8346     296  50  5","   8346     296  50","TZ201500000296","        296  50  5",1.392207,100,0,45,1,9995,1,2,6,31,9,9,99
8346,"   8346     296  55  2","   8346     296  55","TZ201500000296","        296  55  2",1.392207,100,0.979121,26,1,446,1,4,11,7,0,0,99
8346,"   8346     296  61  2","   8346     296  61","TZ201500000296","        296  61  2",1.392207,100,0.979121,19,1,543,1,3,7,3,0,0,32
8346,"   8346     296  66  2","   8346     296  66","TZ201500000296","        296  66  2",1.392207,100,0.979121,19,1,551,2,1,0,7,0,0,32
8346,"   8346     296  71  2","   8346     296  71","TZ201500000296","        296  71  2",1.392207,100,0.979121,24,1,543,2,2,7,0,0,0,99
8346,"   8346     296  82  2","   8346     296  82","TZ201500000296","        296  82  2",1.392207,100,0.979121,23,1,586,2,1,0,0,0,0,99
8346,"   8346     296  87  5","   8346     296  87","TZ201500000296","        296  87  5",1.392207,100,0,25,1,656,6,2,0,2,9,9,99
8346,"   8346     296  87  6","   8346     296  87","TZ201500000296","        296  87  6",1.392207,100,2.937363,38,1,633,6,2,7,0,2,1,99
8346,"   8346     296  87 21","   8346     296  87","TZ201500000296","        296  87 21",1.392207,100,0,23,2,680,6,2,0,31,9,9,99
8346,"   8346     296  93  2","   8346     296  93","TZ201500000296","        296  93  2",1.392207,100,0,43,1,727,5,1,0,4,9,9,99
8346,"   8346     296  93  4","   8346     296  93","TZ201500000296","        296  93  4",1.392207,100,2.937363,23,1,550,5,1,0,21,2,1,99
8346,"   8346     296  93 14","   8346     296  93","TZ201500000296","        296  93 14",1.392207,100,0,20,1,613,5,1,0,2,9,9,32
8346,"   8346     296  98  5","   8346     296  98","TZ201500000296","        296  98  5",1.392207,100,2.937363,23,1,563,8,2,0,2,2,1,99
8346,"   8346     296  98  6","   8346     296  98","TZ201500000296","        296  98  6",1.392207,100,0,20,1,451,8,2,7,31,9,9,99
8346,"   8346     296  98  7","   8346     296  98","TZ201500000296","        296  98  7",1.392207,100,0,20,1,546,8,2,0,0,9,9,99
8346,"   8346     296 103  2","   8346     296 103","TZ201500000296","        296 103  2",1.392207,100,0,42,1,976,4,1,0,3,9,9,99
8346,"   8346     296 103 10","   8346     296 103","TZ201500000296","        296 103 10",1.392207,100,3.916484,22,1,595,4,1,7,0,0,0,31
8346,"   8346     296 103 11","   8346     296 103","TZ201500000296","        296 103 11",1.392207,100,0,18,1,507,4,1,0,4,9,9,99
8346,"   8346     296 103 15","   8346     296 103","TZ201500000296","        296 103 15",1.392207,100,0,40,1,709,4,1,0,0,9,9,20
8346,"   8346     296 109  2","   8346     296 109","TZ201500000296","        296 109  2",1.392207,100,0.979121,31,1,713,2,1,0,0,1,0,99
8346,"   8346     296 114  2","   8346     296 114","TZ201500000296","        296 114  2",1.392207,100,0.979121,38,1,485,2,1,0,5,1,0,33
8346,"   8346     297   5  2","   8346     297   5","TZ201500000297","        297   5  2",1.206945,100,0.869451,37,1,421,1,4,0,31,0,0,99
8346,"   8346     297  11  1","   8346     297  11","TZ201500000297","        297  11  1",1.206945,100,0.869451,48,1,669,0,3,0,0,0,0,99
8346,"   8346     297  17  2","   8346     297  17","TZ201500000297","        297  17  2",1.206945,100,0,30,1,894,0,5,7,7,9,9,32
8346,"   8346     297  17  3","   8346     297  17","TZ201500000297","        297  17  3",1.206945,100,1.738902,48,2,661,0,5,7,31,0,0,99
8346,"   8346     297  23  2","   8346     297  23","TZ201500000297","        297  23  2",1.206945,100,0.869451,23,1,659,0,4,12,0,9,9,32
8346,"   8346     297  29  1","   8346     297  29","TZ201500000297","        297  29  1",1.206945,100,0,39,1,995,0,5,8,1,9,9,99
8346,"   8346     297  29  3","   8346     297  29","TZ201500000297","        297  29  3",1.206945,100,2.608353,18,1,518,0,5,11,5,9,9,99
8346,"   8346     297  29  4","   8346     297  29","TZ201500000297","        297  29  4",1.206945,100,0,25,2,567,0,5,7,14,9,9,99
8346,"   8346     297  40  1","   8346     297  40","TZ201500000297","        297  40  1",1.206945,100,0.869451,25,1,711,0,4,7,0,0,0,32
8346,"   8346     297  58  2","   8346     297  58","TZ201500000297","        297  58  2",1.206945,100,0.869451,34,1,704,0,4,7,2,0,0,99
8346,"   8346     297  64  2","   8346     297  64","TZ201500000297","        297  64  2",1.206945,100,0.869451,15,1,585,0,3,5,1,0,0,99
8346,"   8346     297  70  1","   8346     297  70","TZ201500000297","        297  70  1",1.206945,100,0,43,1,903,1,5,7,14,9,9,99
8346,"   8346     297  70  2","   8346     297  70","TZ201500000297","        297  70  2",1.206945,100,1.738902,21,1,608,1,5,7,31,2,1,32
8346,"   8346     297  76  2","   8346     297  76","TZ201500000297","        297  76  2",1.206945,100,0.869451,25,1,461,1,5,11,0,2,0,99
8346,"   8346     297  87  1","   8346     297  87","TZ201500000297","        297  87  1",1.206945,100,0.869451,20,1,615,0,4,7,21,9,9,31
8346,"   8346     297  93  2","   8346     297  93","TZ201500000297","        297  93  2",1.206945,100,0,39,1,755,3,4,7,7,9,9,99
8346,"   8346     297  93  3","   8346     297  93","TZ201500000297","        297  93  3",1.206945,100,2.608353,22,1,499,3,4,11,31,9,9,99
8346,"   8346     297  93  6","   8346     297  93","TZ201500000297","        297  93  6",1.206945,100,0,17,1,503,3,4,7,31,9,9,99
8346,"   8346     297  99  2","   8346     297  99","TZ201500000297","        297  99  2",1.206945,100,0.869451,20,1,535,0,4,7,1,0,0,99
8346,"   8346     297 105  1","   8346     297 105","TZ201500000297","        297 105  1",1.206945,100,0.869451,46,1,751,0,4,7,14,2,1,99
8346,"   8346     297 111  2","   8346     297 111","TZ201500000297","        297 111  2",1.206945,100,0.869451,22,1,464,1,4,7,7,1,0,99
8346,"   8346     297 117  1","   8346     297 117","TZ201500000297","        297 117  1",1.206945,100,0.869451,27,1,589,0,5,7,2,0,0,32
8346,"   8346     297 122  2","   8346     297 122","TZ201500000297","        297 122  2",1.206945,100,0.869451,29,1,629,0,5,7,3,0,0,99
8346,"   8346     298   9  3","   8346     298   9","TZ201500000298","        298   9  3",1.194404,100,0,30,1,419,0,5,11,31,9,9,99
8346,"   8346     298   9  4","   8346     298   9","TZ201500000298","        298   9  4",1.194404,100,0,18,1,361,0,5,11,31,9,9,99
8346,"   8346     298   9 10","   8346     298   9","TZ201500000298","        298   9 10",1.194404,100,2.581251,38,2,440,0,5,7,31,9,9,32
8346,"   8346     298  22  2","   8346     298  22","TZ201500000298","        298  22  2",1.194404,100,0.860417,28,1,716,2,5,9,0,2,0,32
8346,"   8346     298  27  2","   8346     298  27","TZ201500000298","        298  27  2",1.194404,100,0.860417,39,1,830,0,5,7,3,0,0,32
8346,"   8346     298  33  2","   8346     298  33","TZ201500000298","        298  33  2",1.194404,100,0.860417,18,1,563,0,5,7,7,0,0,99
8346,"   8346     298  39  2","   8346     298  39","TZ201500000298","        298  39  2",1.194404,100,1.720834,40,1,1011,0,5,7,3,0,0,99
8346,"   8346     298  39  3","   8346     298  39","TZ201500000298","        298  39  3",1.194404,100,0,18,1,594,0,5,8,99,9,9,99
8346,"   8346     298  44  1","   8346     298  44","TZ201500000298","        298  44  1",1.194404,100,0,43,1,554,1,4,7,31,9,9,99
8346,"   8346     298  44  2","   8346     298  44","TZ201500000298","        298  44  2",1.194404,100,2.581251,22,1,557,1,4,11,31,9,9,99
8346,"   8346     298  44  4","   8346     298  44","TZ201500000298","        298  44  4",1.194404,100,0,16,2,482,1,4,7,99,9,9,99
8346,"   8346     298  50  1","   8346     298  50","TZ201500000298","        298  50  1",1.194404,100,0,47,1,662,2,4,7,31,9,9,99
8346,"   8346     298  50  2","   8346     298  50","TZ201500000298","        298  50  2",1.194404,100,2.581251,22,1,586,2,4,7,7,9,9,99
8346,"   8346     298  50  3","   8346     298  50","TZ201500000298","        298  50  3",1.194404,100,0,19,1,609,2,4,7,31,9,9,99
8346,"   8346     298  56  2","   8346     298  56","TZ201500000298","        298  56  2",1.194404,100,0.860417,36,1,523,0,4,0,2,2,0,99
8346,"   8346     298  62  2","   8346     298  62","TZ201500000298","        298  62  2",1.194404,100,0.860417,16,1,530,1,4,4,5,0,0,99
8346,"   8346     298  67  2","   8346     298  67","TZ201500000298","        298  67  2",1.194404,100,0.860417,34,1,653,1,5,7,0,0,0,99
8346,"   8346     298  73  2","   8346     298  73","TZ201500000298","        298  73  2",1.194404,100,0.860417,39,1,832,1,5,0,31,0,0,99
8346,"   8346     298  79  5","   8346     298  79","TZ201500000298","        298  79  5",1.194404,100,0.860417,19,1,523,1,3,8,31,1,1,99
8346,"   8346     298  84  1","   8346     298  84","TZ201500000298","        298  84  1",1.194404,100,1.720834,49,1,521,1,3,7,31,0,0,20
8346,"   8346     298  84  2","   8346     298  84","TZ201500000298","        298  84  2",1.194404,100,0,16,1,611,1,3,5,31,9,9,99
8346,"   8346     298  90  2","   8346     298  90","TZ201500000298","        298  90  2",1.194404,100,0.860417,29,1,843,0,4,7,7,2,0,99
8346,"   8346     298  96  1","   8346     298  96","TZ201500000298","        298  96  1",1.194404,100,0.860417,41,1,670,0,4,7,31,2,1,99
8346,"   8346     298 101  2","   8346     298 101","TZ201500000298","        298 101  2",1.194404,100,2.581251,41,1,495,2,4,4,31,1,1,99
8346,"   8346     298 101  3","   8346     298 101","TZ201500000298","        298 101  3",1.194404,100,0,20,1,552,2,4,7,31,9,9,99
8346,"   8346     298 101  8","   8346     298 101","TZ201500000298","        298 101  8",1.194404,100,0,16,1,634,2,4,9,31,9,9,99
8346,"   8346     298 107  2","   8346     298 107","TZ201500000298","        298 107  2",1.194404,100,0.860417,45,1,477,0,3,6,2,0,0,99
8346,"   8346     298 113  2","   8346     298 113","TZ201500000298","        298 113  2",1.194404,100,0,23,1,587,0,4,7,1,9,9,99
8346,"   8346     298 118  2","   8346     298 118","TZ201500000298","        298 118  2",1.194404,100,0,37,1,485,1,5,7,4,9,9,99
8346,"   8346     298 118  4","   8346     298 118","TZ201500000298","        298 118  4",1.194404,100,1.720834,17,1,487,1,5,10,99,9,9,99
8346,"   8346     299   3  2","   8346     299   3","TZ201500000299","        299   3  2",1.272823,100,0.89516,36,1,536,2,3,7,0,1,0,99
8346,"   8346     299   6  2","   8346     299   6","TZ201500000299","        299   6  2",1.272823,100,0.89516,31,1,486,3,4,4,21,0,0,99
8346,"   8346     299   9  2","   8346     299   9","TZ201500000299","        299   9  2",1.272823,100,0.89516,29,1,669,0,3,0,0,2,0,99
8346,"   8346     299  15  2","   8346     299  15","TZ201500000299","        299  15  2",1.272823,100,0.89516,25,1,602,2,2,7,7,2,1,31
8346,"   8346     299  18  2","   8346     299  18","TZ201500000299","        299  18  2",1.272823,100,0.89516,39,1,616,0,4,0,1,2,0,99
8346,"   8346     299  21  2","   8346     299  21","TZ201500000299","        299  21  2",1.272823,100,0.89516,22,1,577,1,3,7,31,0,0,99
8346,"   8346     299  24  2","   8346     299  24","TZ201500000299","        299  24  2",1.272823,100,0,23,1,411,3,3,7,31,9,9,33
8346,"   8346     299  24  3","   8346     299  24","TZ201500000299","        299  24  3",1.272823,100,1.79032,17,1,379,3,3,7,21,2,1,99
8346,"   8346     299  27  1","   8346     299  27","TZ201500000299","        299  27  1",1.272823,100,0.89516,33,1,616,0,2,7,0,9,9,99
8346,"   8346     299  33  2","   8346     299  33","TZ201500000299","        299  33  2",1.272823,100,1.79032,36,1,537,1,2,7,0,1,0,99
8346,"   8346     299  33  3","   8346     299  33","TZ201500000299","        299  33  3",1.272823,100,0,16,1,517,1,2,7,31,9,9,99
8346,"   8346     299  40  2","   8346     299  40","TZ201500000299","        299  40  2",1.272823,100,0.89516,34,1,765,0,2,3,0,0,0,99
8346,"   8346     299  43  3","   8346     299  43","TZ201500000299","        299  43  3",1.272823,100,0.89516,18,1,473,0,4,9,99,9,9,99
8346,"   8346     299  46  3","   8346     299  46","TZ201500000299","        299  46  3",1.272823,100,0,29,1,563,3,3,5,31,9,9,99
8346,"   8346     299  52  2","   8346     299  52","TZ201500000299","        299  52  2",1.272823,100,0.89516,32,1,570,1,2,3,2,0,0,99
8346,"   8346     299  58  2","   8346     299  58","TZ201500000299","        299  58  2",1.272823,100,0.89516,37,1,617,1,4,7,0,1,0,99
8346,"   8346     299  61  2","   8346     299  61","TZ201500000299","        299  61  2",1.272823,100,0,40,1,458,2,3,2,4,9,9,99
8346,"   8346     299  61  3","   8346     299  61","TZ201500000299","        299  61  3",1.272823,100,0,38,1,662,2,3,7,7,9,9,99
8346,"   8346     299  61  4","   8346     299  61","TZ201500000299","        299  61  4",1.272823,100,2.685481,22,1,427,2,3,11,31,9,9,99
8346,"   8346     299  64  2","   8346     299  64","TZ201500000299","        299  64  2",1.272823,100,0.89516,37,1,500,1,3,7,0,2,0,99
8346,"   8346     299  67  2","   8346     299  67","TZ201500000299","        299  67  2",1.272823,100,0,15,1,790,0,4,8,99,9,9,99
8346,"   8346     299  67  5","   8346     299  67","TZ201500000299","        299  67  5",1.272823,100,1.79032,28,1,454,0,4,4,1,1,0,99
8346,"   8346     300  15  2","   8346     300  15","TZ201500000300","        300  15  2",1.799124,100,0,34,1,556,4,1,6,0,9,9,99
8346,"   8346     300  15  3","   8346     300  15","TZ201500000300","        300  15  3",1.799124,100,5.061202,19,1,488,4,1,7,6,2,0,99
8346,"   8346     300  15  4","   8346     300  15","TZ201500000300","        300  15  4",1.799124,100,0,17,1,675,4,1,5,4,9,9,99
8346,"   8346     300  15  5","   8346     300  15","TZ201500000300","        300  15  5",1.799124,100,0,16,1,576,4,1,2,99,9,9,99
8346,"   8346     300  32  8","   8346     300  32","TZ201500000300","        300  32  8",1.799124,100,0,23,1,653,4,2,0,7,9,9,99
8346,"   8346     300  32  9","   8346     300  32","TZ201500000300","        300  32  9",1.799124,100,0,16,1,540,4,2,3,2,9,9,99
8346,"   8346     300  66  1","   8346     300  66","TZ201500000300","        300  66  1",1.799124,100,0,42,1,456,2,1,0,31,9,9,99
8346,"   8346     300  66  5","   8346     300  66","TZ201500000300","        300  66  5",1.799124,100,2.530601,30,1,453,2,1,0,2,2,0,99
8346,"   8346     300  83  2","   8346     300  83","TZ201500000300","        300  83  2",1.799124,100,1.265301,46,1,859,3,1,7,3,0,0,99
